transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban_x,recipient_iban_x,balance_after,description,timestamp,sender_signature,recipient_signature,sender_user_idx_sig,recipient_user_idx_sig,sender_user_idx_iban,recipient_user_idx_iban,sender_user_idx,recipient_user_idx,sender_link_score,recipient_link_score,sender_first_name,sender_last_name,sender_user_full_name,sender_residence_city,sender_residence_lat,sender_residence_lng,sender_salary,sender_job,sender_iban_y,sender_user_signature,recipient_first_name,recipient_last_name,recipient_user_full_name,recipient_residence_city,recipient_residence_lat,recipient_residence_lng,recipient_salary,recipient_job,recipient_iban_y,recipient_user_signature,city_lat,city_lng,latest_gps_lat,latest_gps_lng,latest_gps_timestamp,sender_comm_mentions,recipient_comm_mentions,amount_robust_z_sender,amount_robust_z_recipient,new_sender_recipient_pair,new_payment_method_for_sender,new_transaction_type_for_sender,description_present,description_length,description_keyword_hits,txn_count_past_1h,txn_count_past_24h,txn_count_past_7d,time_since_prev_txn_seconds,hour_rarity,weekday_rarity,burst_count_10min,distance_from_residence_km,distance_from_latest_gps_km,geo_novelty,suspicious_communication_window_score,comm_events_past_7d,iso_anomaly_score,lof_anomaly_score,novelty_score,transaction_behavior_score,transaction_behavior_reason,temporal_sequence_score,temporal_sequence_reason,geospatial_score,geospatial_reason,communication_risk_score,communication_risk_reason,novelty_drift_score,novelty_drift_reason,final_risk_score,top_risk_reasons,flagged,threshold_used
beaa4b03-0a2f-48a1-abb4-a5c7378ed046,RGNR-LNAA-7FF-AUD-0,RETRB44116,e-commerce,106.15,UrbanCart Marketplace,PayPal,FR85H4824371990132980420818,IT91O5211763429097941016653304,38757.65,,2087-10-30 11:21:05+00:00,RGNR-LNAA,,0.0,,0.0,,0.0,,0.95,0.0,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,,,,,,,,47.48,6.8257,2087-10-27 01:39:20+00:00,67,9,-16.187632525197476,0.0,1,1,1,0,0,0,0.0,0.0,0.0,2062969.0,0.8666666666666667,0.8666666666666667,0.0,,,1.0,0.00041543209581898656,0.0,0.8088189410533732,2.087714166618131e-05,0.4044199090975197,0.7225745881826775,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type,0.3472881759338836,rapid_sequence;unusual_hour;unusual_weekday,0.2,new_geo_context,0.0,no_risky_communication_context,0.653073667336719,stable_profile,0.4213317799985359,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type | stable_profile | rapid_sequence;unusual_hour;unusual_weekday,True,0.31479085128963713
45f793a8-8223-4e65-9b6b-fa1b0a62d4aa,GRSC-KRLH-807-DIE-1,ABIT68841,transfer,926.07,,,DE41E6333599170389191000654,IT87X9744454583635094041887989,14462.73,Rent payment Jan - Residenze Milano Dietzenbach,2087-01-04 15:29:49+00:00,GRSC-KRLH,,1.0,,1.0,,1.0,,0.95,0.0,Karl-Hermann,Girschner,Karl-Hermann Girschner,Dietzenbach,50.0167,8.7833,33200.0,Freelance Designer,DE41E6333599170389191000654,GRSC-KRLH,,,,,,,,,,,,,50.0041,8.8099,2087-01-03 15:28:00+00:00,66,9,-0.4931142761713899,-0.635934402488736,1,1,1,1,47,0,0.0,0.0,0.0,9000000000.0,0.7857142857142857,0.7142857142857143,0.0,,,1.0,0.0,0.0,0.592538295819472,0.9999999999992845,0.7962691479093782,0.5193685164530799,new_counterparty_pair;new_payment_method;new_transaction_type;high_novelty,0.12857142857142856,typical_temporal_pattern,0.2,new_geo_context,0.0,no_risky_communication_context,0.4625264778785575,feature_novelty,0.28639223633928845,new_counterparty_pair;new_payment_method;new_transaction_type;high_novelty | feature_novelty | new_geo_context,False,0.31479085128963713
7dc83725-605a-4fab-9e5a-017200a34b9a,RGNR-LNAA-7FF-AUD-0,RES83889,transfer,982.6,,,FR85H4824371990132980420818,IT19K6545578802800372895511504,22424.19,Rent payment Jan - Casa Tua Audincourt,2087-01-07 18:20:09+00:00,RGNR-LNAA,,0.0,,0.0,,0.0,,0.95,0.0,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,,,,,,,,47.4971,6.8642,2087-01-07 09:13:49+00:00,67,9,-0.08396799237264925,-0.5177683574879199,1,1,1,1,38,0,0.0,0.0,0.0,9000000000.0,0.9333333333333333,0.8666666666666667,0.0,,,1.0,0.013400172741486952,1.0,0.6848106961100738,0.9999999999993664,0.8424053480547201,0.5009700401153434,new_counterparty_pair;new_payment_method;new_transaction_type;high_novelty,0.15400000000000003,unusual_hour;unusual_weekday,0.2,new_geo_context,0.05278820717360835,"mail:heuristic_mail: kw=0, domain=1, url=1",0.4062030269527652,feature_novelty,0.2856900333750434,new_counterparty_pair;new_payment_method;new_transaction_type;high_novelty | feature_novelty | new_geo_context,False,0.31479085128963713
be65ac20-9102-4206-adba-b53380910ecf,BRCH-TRCY-802-HAM-1,MKTSW90199,e-commerce,44.95,SwiftCart Online,debit card,GB55A1899498623707047636913,IT38Z6425332149647507994595213,11017.85,,2087-05-04 09:28:11+00:00,BRCH-TRCY,,2.0,,2.0,,2.0,,0.95,0.0,Tracy,Birch,Tracy Birch,Hampstead,51.5541,-0.1744,12700.0,Ride-share Driver,GB55A1899498623707047636913,BRCH-TRCY,,,,,,,,,,,,,51.5298,-0.1686,2087-05-02 19:34:28+00:00,63,9,-8.271757246376804,-0.6745000000000001,0,0,0,0,0,0,0.0,0.0,0.0,2419233.0,0.8,0.7333333333333334,0.0,,,0.0,0.42926802573345446,2.0,0.6367217436065794,7.66643197425439e-06,0.31836470501927683,0.3638707449858393,sender_amount_outlier,0.3312802589289303,rapid_sequence,0.0,geo_consistent,0.0,no_risky_communication_context,0.633281010862468,stable_profile,0.28213044233706536,stable_profile | sender_amount_outlier | rapid_sequence,False,0.31479085128963713
2d22a0cd-8297-4d67-bd84-9e1ceaba5b10,GRSC-KRLH-807-DIE-1,CMPNT41147,transfer,325.39,,,DE41E6333599170389191000654,IT49S1734995729411554862117920,26656.71,Internet bill Sep,2087-09-04 12:13:53+00:00,GRSC-KRLH,,1.0,,1.0,,1.0,,0.95,0.0,Karl-Hermann,Girschner,Karl-Hermann Girschner,Dietzenbach,50.0167,8.7833,33200.0,Freelance Designer,DE41E6333599170389191000654,GRSC-KRLH,,,,,,,,,,,,,25.9147,85.0533,2087-09-03 17:24:24+00:00,66,9,-8.225887632407675,0.0,1,0,0,1,17,0,0.0,0.0,0.0,2753114.0,0.9285714285714286,0.8571428571428572,0.0,,,0.0,0.0835056745950848,1.0,0.7134300919675323,1.9058157583761684e-06,0.35671599889164535,0.49637307985591383,sender_amount_outlier;new_counterparty_pair,0.35279664884949385,rapid_sequence;unusual_hour;unusual_weekday,0.0,geo_consistent,0.0,no_risky_communication_context,0.36925528837432064,stable_profile,0.27600974403693235,sender_amount_outlier;new_counterparty_pair | stable_profile | rapid_sequence;unusual_hour;unusual_weekday,False,0.31479085128963713
dd81e9f0-e9b6-4586-a9f4-79994d6b1f21,RGNR-LNAA-7FF-AUD-0,RES83889,transfer,989.74,,,FR85H4824371990132980420818,IT19K6545578802800372895511504,28710.86,Rent payment Jun - Casa Tua Audincourt,2087-06-06 11:20:38+00:00,RGNR-LNAA,,0.0,,0.0,,0.0,,0.95,0.0,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,,,,,,,,47.4737,6.831,2087-06-05 03:52:42+00:00,67,9,0.04722051212203847,-0.36266594202898333,0,0,0,1,38,0,0.0,1.0,1.0,30893.0,0.8666666666666667,0.8,0.0,,,0.0,0.005865790118718439,0.0,0.5014428006493983,2.487341654443998e-06,0.25072264399552635,0.047043834059819795,baseline_behavior,0.6026666666666667,rapid_sequence;unusual_hour,0.0,geo_consistent,0.0,no_risky_communication_context,0.46061336277426246,stable_profile,0.21661601216945012,rapid_sequence;unusual_hour | stable_profile | baseline_behavior,False,0.31479085128963713
ea9f3acb-d2af-4b42-8588-9a7eb7823137,RGNR-LNAA-7FF-AUD-0,RES83889,transfer,1081.71,,,FR85H4824371990132980420818,IT19K6545578802800372895511504,37675.94,Rent payment Nov - Casa Tua Audincourt,2087-11-05 10:38:45+00:00,RGNR-LNAA,,0.0,,0.0,,0.0,,0.95,0.0,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,,,,,,,,47.4549,6.8828,2087-11-04 14:46:52+00:00,67,9,1.7370533914464719,1.6352008856682754,0,0,0,1,38,0,0.0,0.0,1.0,515860.0,0.8666666666666667,0.8666666666666667,0.0,,,0.0,0.3768476246619439,1.0,0.3667936222060235,2.0964019203159477e-06,0.18339785930397193,0.16520108747078247,baseline_behavior,0.447322556251896,rapid_sequence;unusual_hour;unusual_weekday,0.0,geo_consistent,0.0,no_risky_communication_context,0.3816999937972304,stable_profile,0.20442681462569978,rapid_sequence;unusual_hour;unusual_weekday | stable_profile | baseline_behavior,False,0.31479085128963713
139def3a-22bd-4465-90fa-d37d49f13070,EMP92998,RGNR-LNAA-7FF-AUD-0,transfer,2795.1,,,IT24Q9761542929117361438734311,FR85H4824371990132980420818,27970.21,Salary payment Apr,2087-04-06 18:55:54+00:00,,RGNR-LNAA,,0.0,,0.0,,0.0,0.0,0.95,,,,,,,,,,,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,9,67,-2.933803024193524,-2.933803024193524,0,0,0,1,18,0,0.0,0.0,0.0,2799385.0,0.8333333333333334,0.6666666666666667,0.0,,,0.0,0.06126364373715648,1.0,0.4390428345301072,3.040128988163629e-06,0.21952293732954767,0.27302156720230153,baseline_behavior,0.32993847774437707,rapid_sequence;unusual_hour,0.0,geo_consistent,0.00591198528557378,"mail:heuristic_mail: kw=3, domain=1, url=1",0.3069051740014885,stable_profile,0.19874082303719107,rapid_sequence;unusual_hour | stable_profile | baseline_behavior,False,0.31479085128963713
09e4d085-53f1-46c6-b28b-7d34dab52052,GRSC-KRLH-807-DIE-1,ABIT68841,transfer,872.52,,,DE41E6333599170389191000654,IT87X9744454583635094041887989,26982.1,Rent payment Aug - Residenze Milano Dietzenbach,2087-08-03 15:28:39+00:00,GRSC-KRLH,,1.0,,1.0,,1.0,,0.95,0.0,Karl-Hermann,Girschner,Karl-Hermann Girschner,Dietzenbach,50.0167,8.7833,33200.0,Freelance Designer,DE41E6333599170389191000654,GRSC-KRLH,,,,,,,,,,,,,49.9996,8.8196,2087-08-02 19:10:33+00:00,66,9,-1.182483013646341,-1.410864138596869,0,0,0,1,47,0,0.0,0.0,0.0,2444981.0,0.7857142857142857,0.7142857142857143,0.0,,,0.0,0.03293927603379989,4.0,0.21370511516384735,1.1346940169035275e-06,0.10685312492893213,0.12004386154297385,baseline_behavior,0.3285177819872837,rapid_sequence,0.0,geo_consistent,0.0,no_risky_communication_context,0.45983103628180555,stable_profile,0.18208542416021442,stable_profile | rapid_sequence | baseline_behavior,False,0.31479085128963713
1a02f1a5-2a7a-489f-8e43-cf6f4f8fe116,BRCH-TRCY-802-HAM-1,ABIT36422,transfer,355.28,,,GB55A1899498623707047636913,IT79Z3132921345218816901038837,11713.33,Rent payment May - Rental Management,2087-05-06 09:20:42+00:00,BRCH-TRCY,,2.0,,2.0,,2.0,,0.95,0.0,Tracy,Birch,Tracy Birch,Hampstead,51.5541,-0.1744,12700.0,Ride-share Driver,GB55A1899498623707047636913,BRCH-TRCY,,,,,,,,,,,,,51.5298,-0.16,2087-05-04 17:22:24+00:00,63,9,-0.2886304347826091,-0.6733313600924054,0,0,0,1,36,0,0.0,0.0,1.0,172351.0,0.8,0.8,0.0,,,0.0,0.3620686916958136,3.0,0.4177881355566391,2.0815674754035786e-06,0.20889510856205723,0.06403226452194474,baseline_behavior,0.4359968564780986,rapid_sequence,0.0,geo_consistent,0.0,no_risky_communication_context,0.3342244083366074,stable_profile,0.1652887988623536,rapid_sequence | stable_profile | baseline_behavior,False,0.31479085128963713
1ac1500c-78d7-4f3a-8daa-ecdb877b2bad,EMP92998,RGNR-LNAA-7FF-AUD-0,transfer,2819.25,,,IT24Q9761542929117361438734311,FR85H4824371990132980420818,24278.31,Salary payment Feb,2087-02-07 15:28:40+00:00,,RGNR-LNAA,,0.0,,0.0,,0.0,0.0,0.95,,,,,,,,,,,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,9,67,-1.6201598790322382,-1.6201598790322382,0,0,0,1,18,0,0.0,0.0,0.0,2753360.0,0.75,0.9166666666666666,0.0,,,0.0,0.14182041576510626,4.0,0.4700602323012888,1.9058157583761684e-06,0.23503106905852358,0.16556736223029458,baseline_behavior,0.3391061671923322,rapid_sequence;unusual_weekday,0.0,geo_consistent,0.0,no_risky_communication_context,0.22882821652667573,stable_profile,0.15536917383775056,rapid_sequence;unusual_weekday | stable_profile | baseline_behavior,False,0.31479085128963713
243504e1-f5a9-4ded-8262-d5b8a51cc1b9,EMP14947,GRSC-KRLH-807-DIE-1,transfer,2814.31,,,IT94K6977238831108098344306373,DE41E6333599170389191000654,24349.02,Salary payment Jun,2087-06-03 15:56:22+00:00,,GRSC-KRLH,,1.0,,1.0,,1.0,0.0,0.95,,,,,,,,,,,Karl-Hermann,Girschner,Karl-Hermann Girschner,Dietzenbach,50.0167,8.7833,33200.0,Freelance Designer,DE41E6333599170389191000654,GRSC-KRLH,,,,,,9,66,1.103545510026156,1.103545510026156,0,0,0,1,18,0,0.0,0.0,0.0,2690845.0,0.9166666666666666,0.9166666666666666,0.0,,,0.0,0.7760788466852111,1.0,0.24384339105683123,4.865937650155797e-07,0.12192193882529812,0.10781197788280175,baseline_behavior,0.35577422308598966,rapid_sequence;unusual_hour;unusual_weekday,0.0,geo_consistent,0.0,no_risky_communication_context,0.25967066810550915,stable_profile,0.1480829186833741,rapid_sequence;unusual_hour;unusual_weekday | stable_profile | baseline_behavior,False,0.31479085128963713
